MODELO,MARCA,TIPOCOMPRA,ANIOS,KILOMETRAJE,CIUDAD,TIPOPRECIO,PRECIO
Hyundai,Santa Fe 4x2,GOLD,2019,18000,Quito,Fijo,33900
Chevrolet,LUV CS,GOLD,2005,126000,Quito,Negociable,11490
Toyota,Land Cruiser,GOLD,2001,350000,Quito,Fijo,12900
Renault,Twizy,GOLD,2017,8000,Quito,Negociable,10700
Toyota,RAV 4,GOLD,2008,145371,Ambato,Fijo,16500
Polaris,RZR XP 4 900,GOLD,2013,5681,Ambato,Fijo,20500
Renault,Sandero,GOLD,2019,9373,Quito,Fijo,17900
Chevrolet,Aveo Family,GOLD,2018,32000,Quito,Fijo,12500
Chevrolet,Aveo Emotion Advance,GOLD,2017,53000,Quito,Fijo,15800
Chevrolet,Grand Vitara 5P,GOLD,2014,132000,Quito,Fijo,15400
Chevrolet,Aveo Emotion Advance,GOLD,2018,32000,Quito,Fijo,16500
Honda,CR-V,GOLD,2009,188000,Quito,Negociable,15500
Chevrolet,Sail,GOLD,2014,145000,Quito,Negociable,9600
Volvo,S60,GOLD,2004,131000,Quito,Negociable,10900
Mitsubishi,ASX,GOLD,2011,169000,Guayaquil,Negociable,16700
Chevrolet,Aveo Emotion GLS,GOLD,2017,65000,Quito,Fijo,14500
Hyundai,Tucson IX,GOLD,2013,96200,Quito,Fijo,19000
Great Wall,M4,GOLD,2017,29325,Quito,Fijo,13490
Hyundai,Santa Fe 4x4,GOLD,2011,85000,Quito,Negociable,21500
Hyundai,Tucson IX,GOLD,2011,174600,Quito,Fijo,17800
Chevrolet,Aveo Family,GOLD,2019,1,Quito,Fijo,14900
Hyundai,Veracruz,GOLD,2009,126000,Quito,Negociable,21200
Chevrolet,Sail,GOLD,2015,114000,Quito,Fijo,12300
Hyundai,Santa Fe 4x2,GOLD,2010,165000,Quito,Negociable,17500
Chevrolet,Grand Vitara SZ,GOLD,2014,96480,Quito,Fijo,15500
Nissan,X-Trail,GOLD,2011,178000,Quito,Fijo,16800
Nissan,Xtrail Advance,GOLD,2017,59800,Quito,Fijo,31500
Chevrolet,Aveo Emotion,GOLD,2015,63000,Quito,Fijo,13100
Chevrolet,Sail,GOLD,2019,33950,Quito,Fijo,15900
Chevrolet,Sail,GOLD,2016,46000,Quito,Fijo,13500
Chevrolet,Aveo Emotion,GOLD,2017,61000,Quito,Fijo,14500
Chevrolet,Sail,GOLD,2014,120000,Quito,Fijo,10800
Chevrolet,Grand Vitara SZ 2.4,GOLD,2014,92000,Quito,Fijo,16500
Volkswagen,Gol Confortline 1.8,GOLD,2006,217899,Quito,Fijo,7990
Chevrolet,Sail,GOLD,2016,39400,Quito,Fijo,13500
Chevrolet,Grand Vitara 5P,GOLD,2014,117000,Quito,Fijo,15100
Toyota,Highlander Hibrido,GOLD,2012,85000,Quito,Negociable,29400
Volkswagen,Gol Confortline 1.8,GOLD,2006,217899,Ambato,Fijo,7990
Great Wall,M4,GOLD,2018,20000,Quito,Negociable,13900
Chevrolet,LUV CS,GOLD,2001,181183,Cuenca,Negociable,11300
Porsche,Cayenne S,GOLD,2006,59500,Cuenca,Negociable,43500
Mitsubishi,Outlander,GOLD,2008,142995,Cuenca,Negociable,19500
Audi,Q5,GOLD,2013,119000,Quito,Negociable,32900
Mitsubishi,ASX,GOLD,2012,123000,Quito,Negociable,16900
Citroen,DS4,GOLD,2015,43000,Quito,Negociable,22900
Mazda,CX-3,GOLD,2018,39517,Quito,Fijo,23690
Honda,CR-V,GOLD,2002,259080,Cuenca,Negociable,9200
Toyota,4 Runner,GOLD,2006,233500,Quito,Negociable,20500
Great Wall,C30 CONFORT,GOLD,2018,43000,Quito,Fijo,11990
Toyota,Land Cruiser Prado TX,GOLD,2015,53000,Otavalo,Negociable,63990
Chevrolet,D-MAX TD 2.5 CS 4X2 TM DIESEL,GOLD,2017,140000,Quito,Negociable,20900
Chevrolet,Aveo Family,GOLD,2015,97068,Cuenca,Negociable,10900
Toyota,Fortuner 4.0,GOLD,2009,221800,Quito,Negociable,24990
Mitsubishi,Montero 5P,GOLD,1999,214848,Cuenca,Negociable,12900
Chevrolet,D-MAX,GOLD,2017,140000,Quito,Negociable,20900
Chevrolet,LUV CS,GOLD,1979,56148,Cuenca,Negociable,8500
Daewoo,Lanos,GOLD,2002,169000,Quito,Negociable,6900
Toyota,4runner sr5 premium,GOLD,2012,64000,Quito,Negociable,51990
Mazda,5,GOLD,2007,282791,Cuenca,Negociable,10900
Jeep,Wrangler Sahara,GOLD,2014,92251,Cuenca,Negociable,61900
Chevrolet,Corsa Evolution,GOLD,2007,166069,Cuenca,Negociable,8600
Hyundai,TUCSON TL,GOLD,2017,50000,Quito,Negociable,25900
Chevrolet,Forsa 2,GOLD,2002,53270,Cuenca,Negociable,8300
Nissan,Tiida,GOLD,2007,115000,Quito,Negociable,9400
Suzuki,S Cross,GOLD,2020,4360,Cuenca,Negociable,22500
Volkswagen,Tiguan,GOLD,2009,169000,Quito,Negociable,15600
Hyundai,Tucson IX,GOLD,2015,60000,Quito,Negociable,22900
Hyundai,Tucson 4x4,GOLD,2015,60000,Quito,Negociable,22900
Jeep,Wrangler,GOLD,2014,90212,Cuenca,Negociable,49800
Jeep,Wrangler Unlimited Sahara,GOLD,2014,90212,Cuenca,Negociable,49800
Chevrolet,Spark Life,GOLD,2012,101965,Cuenca,Negociable,7900
Hyundai,Sonata Hybrid,GOLD,2018,800,Quito,Negociable,26400
Suzuki,Grand Vitara SZ 2.4,GOLD,2013,125000,Quito,Negociable,13900
Great Wall,Haval M4,GOLD,2019,20650,Quito,Fijo,15490
Great Wall,H5 Elite,GOLD,2014,190930,Quito,Fijo,13990
Toyota,Yaris,GOLD,2009,130993,Cuenca,Negociable,10900
Chevrolet,Aveo Family,GOLD,2015,97800,Quito,Negociable,10800
Toyota,Prius C Sport,GOLD,2013,145000,Quito,Negociable,11600
Toyota,Prius Hybrido,GOLD,2013,145000,Quito,Negociable,11600
Renault,Sandero,GOLD,2021,4000,Quito,Negociable,13900
Toyota,Prius,GOLD,2013,145000,Quito,Negociable,11600
JAC,HFC 1037 DKST,GOLD,2019,11500,Quito,Fijo,23800
Mitsubishi,Montero 5P,GOLD,1996,400000,Quito,Negociable,9200
Nissan,Kicks,GOLD,2018,75000,Quito,Negociable,19900
Volkswagen,Polo,GOLD,2018,24372,Quito,Fijo,16690
Chevrolet,Beat,GOLD,2020,15500,Quito,Fijo,13100
Mercedes Benz,E350,STANDAR,2019,15000,Quito,Negociable,87500
Hyundai,Ioniq Hybrid,GOLD,2017,34000,Quito,Negociable,17900
Chevrolet,D-Max 4x4 CD,GOLD,2020,6300,Quito,Fijo,36500
Chevrolet,Captiva Sport,GOLD,2013,123000,Quito,Negociable,14900
Chevrolet,Spark GT,GOLD,2019,10800,Quito,Fijo,13500
Chery,Practivan,GOLD,2018,23587,Quito,Fijo,10900
Chevrolet,Spark GT,GOLD,2019,20400,Quito,Fijo,12500
Renault,Megane,GOLD,2003,153400,Quito,Fijo,6900
Chevrolet,Aveo Family,GOLD,2019,22500,Quito,Fijo,13200
Chevrolet,Captiva,GOLD,2013,123000,Quito,Negociable,14900
Chevrolet,Aveo Emotion Advance,GOLD,2017,66152,Quito,Fijo,15800
Kia,Cerato,GOLD,2013,37972,Ambato,Fijo,12990
Toyota,Prius Hybrido,GOLD,2018,38700,Quito,Fijo,23800
Volkswagen,CrossFox,GOLD,2009,219842,Ambato,Fijo,10690
Chevrolet,Aveo Family,GOLD,2013,123000,Quito,Negociable,8900
Chevrolet,Aveo Family,GOLD,2018,25000,Quito,Fijo,12500
Citroen,C3 SX,GOLD,2007,205097,Ambato,Fijo,7890
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2019,45800,Quito,Fijo,14500
Ford,Ecosport Titanium,GOLD,2014,131742,Ambato,Fijo,14490
Toyota,Corolla 1.6,GOLD,2007,204668,Ambato,Fijo,9990
Lifan,JIMBEI H1,GOLD,2007,560000,Quito,Fijo,16900
Great Wall,H5 TURBO 4X4 AC,GOLD,2019,24400,Quito,Fijo,23500
Volkswagen,Jetta,GOLD,2015,78829,Quito,Fijo,16800
Chevrolet,Grand Vitara 5P,GOLD,2007,172300,Quito,Fijo,10500
Nissan,Sentra,GOLD,2010,119000,Guayaquil,Negociable,8500
Hyundai,Ioniq Hybrid,GOLD,2017,14000,Quito,Negociable,18400
Great Wall,Florid,GOLD,2012,151720,Quito,Fijo,9990
Great Wall,H5 Full,GOLD,2015,94435,Quito,Fijo,13990
Soueast,DX7,GOLD,2019,21035,Quito,Fijo,19990
Ford,Explorer XLT,GOLD,2017,59000,Quito,Negociable,43900
Toyota,New Hilux SR,GOLD,2017,71197,Quito,Fijo,34990
Great Wall,Wingle 4x2 Gas CD Pick Up,GOLD,2018,86000,Quito,Negociable,16400
Chevrolet,Sail,GOLD,2016,52000,Quito,Negociable,10400
Renault,Logan,GOLD,2019,22000,Quito,Negociable,12900
Mazda,NEW 3,GOLD,2018,11000,Quito,Negociable,24900
Kia,Optima,GOLD,2017,43000,Quito,Negociable,21400
Nissan,Qashqai,GOLD,2013,94164,Cuenca,Negociable,17800
Mitsubishi,Montero Blister,GOLD,2006,220723,Cuenca,Negociable,18900
Toyota,Prius Hybrido,GOLD,2010,145000,Otavalo,Negociable,11990
Ford,F-150 FX4,GOLD,2007,225000,Otavalo,Negociable,13990
Chevrolet,Aveo Family,GOLD,2015,125000,Otavalo,Negociable,9990
Volkswagen,Jetta,GOLD,2011,145000,Otavalo,Negociable,12990
Hyundai,Tucson IX,GOLD,2017,50000,Quito,Negociable,25900
Mitsubishi,Montero 3P,GOLD,1998,251555,Cuenca,Negociable,15800
Honda,Pilot,GOLD,2006,197587,Cuenca,Negociable,17900
Toyota,Corolla 1.6,GOLD,2007,204668,Quito,Fijo,9990
DFSK,C37,GOLD,2020,1857,Cuenca,Negociable,13900
Ram,2500 Laramie Crew,GOLD,2017,25000,Quito,Negociable,59900
Toyota,RAV 4,GOLD,2008,153077,Cuenca,Negociable,16800
Toyota,Land Cruiser Prado VX,GOLD,2015,57000,Otavalo,Negociable,63990
Ford,Edge Limited,GOLD,2017,30000,Otavalo,Negociable,39990
Mazda,B2600 CD,GOLD,2007,162553,Cuenca,Negociable,13800
Toyota,Yaris,GOLD,2009,148210,Cuenca,Negociable,10600
Citroen,Berlingo Multispace,STANDAR,2017,54401,Quito,Fijo,18140
Chevrolet,Aveo Emotion GLS,STANDAR,2017,80602,Quito,Fijo,14239
Hyundai,Terracan 2.9,GOLD,2006,198181,Cuenca,Negociable,10600
Suzuki,Grand Vitara SZ,GOLD,2008,100000,Guayaquil,Negociable,10500
Toyota,Prius C Sport,GOLD,2017,28537,Cuenca,Negociable,18500
Hyundai,TUCSON TL,GOLD,2018,32000,Otavalo,Negociable,25990
Mitsubishi,Montero Blister,GOLD,2008,163000,Cuenca,Negociable,25600
Nissan,Xtrail Classic,GOLD,2011,219258,Cuenca,Negociable,14900
Volkswagen,Jetta,GOLD,2016,64485,Cuenca,Negociable,17800
Chevrolet,Grand Vitara 3P,GOLD,2005,212837,Cuenca,Negociable,9900
Chevrolet,Corsa Evolution,GOLD,2005,212004,Cuenca,Negociable,7600
Mazda,BT-50 CD 4x2,STANDAR,2015,113404,Quito,Fijo,18000
Suzuki,Grand Vitara SZ 2.0 4x4,STANDAR,2018,65600,Quito,Fijo,22139
Hyundai,Accent New,STANDAR,2018,21402,Quito,Fijo,17939
Mitsubishi,Montero Blister,GOLD,2002,181699,Cuenca,Negociable,17900
Toyota,Land Cruiser Prado TX,GOLD,2017,71904,Cuenca,Negociable,64900
Mitsubishi,Montero 5P,GOLD,2002,181628,Cuenca,Negociable,15900
Chevrolet,Optra Advance,GOLD,2009,163171,Cuenca,Negociable,10600
Chevrolet,Spark,GOLD,2012,101965,Cuenca,Negociable,7900
Chevrolet,Blazer,GOLD,1994,170076,Cuenca,Negociable,6900
Nissan,Murano,GOLD,2006,149487,Cuenca,Negociable,12900
Chevrolet,Captiva,GOLD,2020,10000,Quito,Negociable,23900
Hyundai,Ioniq Hybrid,GOLD,2017,50000,Quito,Negociable,17900
Toyota,Land Cruiser Prado VX,GOLD,2006,349880,Cuenca,Negociable,16300
Chevrolet,Aveo Family,GOLD,2014,129431,Cuenca,Negociable,10400
Chevrolet,Grand Vitara 3P Sport,GOLD,2015,117230,Cuenca,Negociable,13800
BMW,X5 3.0L,GOLD,2006,183882,Cuenca,Negociable,25800
Jeep,Wrangler Sport,GOLD,2014,90212,Cuenca,Negociable,49800
Ford,Escape,GOLD,2007,205584,Cuenca,Negociable,10900
Hyundai,Ioniq Limited,GOLD,2017,50000,Quito,Negociable,17900
Great Wall,Wingle 3 4X4 CD,GOLD,2019,24292,Cuenca,Negociable,19900
Soueast,DX3,GOLD,2019,19500,Quito,Negociable,19990
Chevrolet,Sail,GOLD,2014,134431,Cuenca,Negociable,10900
Suzuki,Grand Vitara SZ 2.4,GOLD,2014,106000,Quito,Negociable,14700
Chevrolet,Grand Vitara 3P Sport,GOLD,2015,68500,Quito,Negociable,17500
Chevrolet,Silverado,GOLD,1994,174000,Quito,Negociable,7900
Chevrolet,Grand Vitara 5P,GOLD,2016,135000,Quito,Negociable,15500
Chevrolet,Sail,GOLD,2014,88000,Quito,Negociable,9400
Chevrolet,Aveo Emotion GLS,GOLD,2017,15000,Quito,Negociable,14200
Nissan,Patrol GRX 4x4,GOLD,2002,264000,Quito,Negociable,16900
Daihatsu,Terios,GOLD,2008,210538,Cuenca,Negociable,12800
BMW,X5 3.0L,GOLD,2006,65358,Cuenca,Negociable,25900
Toyota,800,GOLD,1965,50877,Cuenca,Negociable,4500
Toyota,Yaris,GOLD,2009,141336,Cuenca,Negociable,10800
Kia,Rio R,GOLD,2018,94253,Quito,Fijo,16490
Toyota,Tundra,GOLD,2000,125860,Cuenca,Negociable,20400
Kia,Rio Stylus,GOLD,2013,130000,Quito,Negociable,9990
King Long,Kingo Minivan,GOLD,2020,1,Quito,Fijo,35990
Chevrolet,LUV Dmax CD V6,GOLD,2012,125447,Cuenca,Negociable,20500
Honda,Pilot,GOLD,2013,48000,Quito,Negociable,45900
Chevrolet,LUV D-MAX 3.5L V6 CD GLS TM 4X,GOLD,2012,125447,Cuenca,Negociable,20500
Chevrolet,Spark GT,GOLD,2012,100400,Cuenca,Negociable,11600
Chevrolet,LUV D-MAX,GOLD,2012,125447,Cuenca,Negociable,20500
Chevrolet,Cruze,GOLD,2016,75000,Quito,Negociable,16900
Chevrolet,D-MAX CD 3.5 V6,GOLD,2012,125447,Cuenca,Negociable,20500
Chevrolet,Aveo Activo,GOLD,2011,197000,Loja,Negociable,9500
Chery,Practivan 11,GOLD,2013,184300,Quito,Negociable,9490
Shineray,X30,GOLD,2020,1,Quito,Negociable,16990
Chevrolet,D-Max 4x4 CD,GOLD,2012,125447,Cuenca,Negociable,20500
Great Wall,Steed,GOLD,2021,1,Quito,Negociable,22490
Great Wall,Wingle 3 4X2 CS,GOLD,2011,180000,Quito,Negociable,10990
Toyota,Fortuner 2.7,GOLD,2012,124000,Quito,Negociable,25990
Kia,Cerato Forte,GOLD,2015,98000,Quito,Negociable,14590
Chevrolet,D-MAX,GOLD,2012,125447,Cuenca,Negociable,20500
Great Wall,H6,GOLD,2020,1,Quito,Negociable,22990
Haval,H6,GOLD,2020,1,Quito,Negociable,24990
Shineray,X30,GOLD,2020,1,Quito,Negociable,15990
Great Wall,C30 FULL LUXURY,GOLD,2020,1,Quito,Negociable,16990
Mercedes Benz,230E,GOLD,1992,235000,Quito,Negociable,10990
Chevrolet,Grand Vitara 3P Sport,GOLD,2011,140174,Ambato,Negociable,13990
Great Wall,Haval H2,GOLD,2020,1,Quito,Fijo,23990
Volkswagen,Polo,GOLD,2017,27384,Ambato,Fijo,16500
Great Wall,Wingle 4x2 Gas CD Pick Up,GOLD,2019,1,Quito,Negociable,18990
Hyundai,Sonata Hybrid,GOLD,2017,70032,Ambato,Fijo,24800
Nissan,X Trail Sense,STANDAR,2019,36000,Quito,Negociable,31500
Great Wall,Wingle 5 AC CS 4X2,GOLD,2019,1,Quito,Negociable,21790
Toyota,Hilux CD 4x4,GOLD,2008,390000,Quito,Negociable,19900
Kia,Cerato,GOLD,2013,37972,Quito,Fijo,12990
Toyota,Hilux CD 4x2,GOLD,2013,184114,Cuenca,Negociable,20500
Chevrolet,LUV D-MAX TM 2.4 4X2,GOLD,2009,169286,Cuenca,Negociable,16300
Chevrolet,Sail,GOLD,2019,22000,Quito,Negociable,13900
Chevrolet,Optra Advance,GOLD,2013,93000,Quito,Negociable,12800
Chevrolet,Spark GT,GOLD,2019,8900,Quito,Negociable,12900
Volkswagen,Touareg,GOLD,2014,70940,Ambato,Negociable,55000
Hyundai,Tucson,GOLD,2005,139218,Cuenca,Negociable,11600
Mitsubishi,Montero 3P,GOLD,2002,192000,Quito,Negociable,16900
Chevrolet,Aveo Emotion GLS,GOLD,2017,57396,Cuenca,Negociable,15300
Kia,Sportage R,GOLD,2012,124616,Cuenca,Negociable,20800
Chevrolet,Equinox,GOLD,2018,42028,Ambato,Fijo,26790
Hyundai,H1,STANDAR,2012,130450,Cuenca,Negociable,20900
Chevrolet,D-MAX TD 2.5 CS 4X2 TM DIESEL,GOLD,2014,70000,Ambato,Negociable,15900
Mitsubishi,Lancer,GOLD,2003,164740,Cuenca,Negociable,10200
Chevrolet,Sail,GOLD,2014,120609,Ambato,Fijo,9990
Volkswagen,New Jetta,GOLD,2014,136013,Ambato,Fijo,15790
Ford,Ecosport,GOLD,2013,80132,Cuenca,Negociable,17500
Kia,Rio R,GOLD,2019,32148,Cuenca,Negociable,18800
JAC,S5,GOLD,2019,32111,Ambato,Fijo,17990
Hyundai,TUCSON TL,GOLD,2020,15000,Ambato,Negociable,32900
Renault,LOGAN EXPRESSION 1.6,GOLD,2009,159702,Cuenca,Negociable,9800
Volkswagen,Amarok TDI,GOLD,2018,27717,Ambato,Fijo,27990
Volkswagen,Gol Power,STANDAR,2011,129246,Otros,Fijo,11000
Great Wall,WINGLE,STANDAR,2019,18601,Quito,Fijo,20139
Mitsubishi,Lancer,GOLD,1999,178340,Cuenca,Negociable,9600
Chevrolet,Sail,STANDAR,2018,43501,Quito,Fijo,13639
Kia,Picanto,GOLD,2010,112431,Cuenca,Negociable,8800
Volkswagen,Amarok TDI,GOLD,2017,47855,Ambato,Fijo,27990
Chevrolet,Aveo Emotion GLS,GOLD,2017,33499,Ambato,Negociable,16900
Renault,Sandero,GOLD,2010,142251,Cuenca,Negociable,9900
Mazda,5,GOLD,2011,86000,Quito,Negociable,13900
Suzuki,SZ Next Sport,GOLD,2015,153846,Ambato,Fijo,15790
Chevrolet,D-MAX TD 2.5 CS 4X2 TM DIESEL,STANDAR,2019,47993,Guayaquil,Fijo,19990
Suzuki,Grand Vitara SZ 2.4,GOLD,2015,111476,Ambato,Fijo,17990
Chevrolet,Aveo Family,GOLD,2017,81023,Ambato,Fijo,11990
Hyundai,Sonata Hybrid,GOLD,2015,52512,Cuenca,Negociable,20800
Hyundai,H1,GOLD,2014,137216,Cuenca,Negociable,28200
Ford,Escape,GOLD,2013,86111,Cuenca,Negociable,21500
Chevrolet,Spark,GOLD,2011,126100,Cuenca,Negociable,8300
Chevrolet,Aveo Family,GOLD,2013,142340,Cuenca,Negociable,10700
Toyota,Yaris,GOLD,2002,197556,Cuenca,Negociable,8900
Hyundai,Tucson,GOLD,2009,104541,Cuenca,Negociable,14800
Hyundai,i10,GOLD,2012,126544,Ambato,Fijo,8490
Peugeot,208,GOLD,2015,118228,Ambato,Fijo,13990
Kia,Picanto,GOLD,2018,50516,Ambato,Fijo,12990
Chevrolet,Cruze,GOLD,2014,94098,Ambato,Fijo,16590
Volkswagen,Polo,GOLD,2016,67107,Ambato,Fijo,13990
Chevrolet,Captiva Sport,GOLD,2012,123116,Ambato,Fijo,14990
Toyota,Hilux SR AC CD,GOLD,2016,27286,Cuenca,Negociable,36500
Toyota,Fortuner 4.0,STANDAR,2008,208743,Cuenca,Negociable,24600
Toyota,Fortuner 2.7,STANDAR,2015,110000,Guayaquil,Fijo,26390
Chevrolet,Aveo Family,GOLD,2012,137775,Cuenca,Negociable,10300
Chevrolet,Aveo Emotion,GOLD,2010,143097,Cuenca,Negociable,11900
BMW,335i,GOLD,2008,60619,Ambato,Fijo,30990
Mitsubishi,ASX,GOLD,2011,162186,Ambato,Fijo,15990
Nissan,Sentra,GOLD,2013,193528,Ambato,Fijo,10990
Mitsubishi,Lancer,GOLD,2008,153565,Ambato,Fijo,16990
BMW,Active Hybrid 7,GOLD,2011,81000,Guayaquil,Fijo,49000
Nissan,Sentra Sport,GOLD,2012,136321,Ambato,Fijo,12990
Volkswagen,New Beetle,GOLD,2016,35225,Ambato,Fijo,24990
Chevrolet,Sail,GOLD,2018,93172,Ambato,Fijo,13490
Chevrolet,Sail,STANDAR,2017,40401,Quito,Fijo,13539
Ford,Escape,STANDAR,2018,42251,Quito,Fijo,30239
Suzuki,Grand Vitara SZ,STANDAR,2019,14800,Quito,Negociable,20900
Toyota,Sequoia,GOLD,2003,247000,Quito,Negociable,28400
Ford,F150,GOLD,2010,180998,Ambato,Fijo,15790
Hyundai,i10,GOLD,2015,64914,Quito,Fijo,9890
Chevrolet,Aveo Family,GOLD,2013,199000,Quito,Negociable,9300
Mitsubishi,Lancer,GOLD,1998,173420,Cuenca,Negociable,9200
Chevrolet,Corsa Evolution,GOLD,2006,193258,Cuenca,Negociable,8700
Nissan,X-Trail,GOLD,2006,170811,Cuenca,Negociable,12800
Great Wall,H3,GOLD,2013,174912,Quito,Fijo,13990
Mazda,CX-9,GOLD,2008,150300,Quito,Fijo,18990
Shineray,X30L,GOLD,2019,29450,Quito,Fijo,13990
Great Wall,C30 CONFORT,GOLD,2011,125000,Quito,Fijo,8990
Mitsubishi,Outlander,GOLD,2014,119600,Quito,Fijo,25990
Great Wall,C30 CONFORT,GOLD,2013,90000,Quito,Fijo,9490
Chevrolet,Cavalier,GOLD,2018,38944,Ambato,Fijo,16490
Hyundai,Getz,GOLD,2011,135530,Ambato,Fijo,9990
Chevrolet,LUV D-MAX TM 3.0 4X4 DIESEL CD,GOLD,2013,114802,Cuenca,Negociable,22800
Volkswagen,T-Cross Trendline,GOLD,2020,2183,Ambato,Fijo,23490
Volkswagen,Jetta,GOLD,2015,78829,Ambato,Fijo,16800
Chevrolet,Sail,GOLD,2019,17753,Ambato,Fijo,13490
Toyota,4 Runner,GOLD,2012,109770,Ambato,Fijo,42990
Chevrolet,Sail,GOLD,2014,149605,Ambato,Fijo,9990
Chevrolet,Aveo Family,GOLD,2017,67651,Ambato,Fijo,11990
Volkswagen,Tiguan,GOLD,2018,22685,Ambato,Fijo,31990
Chevrolet,Spark GT,GOLD,2020,20427,Ambato,Fijo,13490
Jeep,Compass Sport,GOLD,2014,102009,Ambato,Fijo,18990
Mercedes Benz,GLA 250 AMG LINE,GOLD,2016,30252,Ambato,Negociable,64990
Chevrolet,D-MAX 4X2 CD,GOLD,2006,296387,Cuenca,Negociable,13500
Chevrolet,Forsa 2,GOLD,1999,33455,Cuenca,Negociable,7300
Toyota,FJ Cruiser,GOLD,2007,152000,Quito,Negociable,31900
Kia,Picanto R,GOLD,2015,78644,Quito,Negociable,9000
Hyundai,Ioniq Hybrid,GOLD,2017,104975,Quito,Fijo,16600
Nissan,Sentra,STANDAR,2011,130547,Quito,Fijo,12900
Mazda,CX-3,STANDAR,2018,42001,Otros,Fijo,22239
Ford,F150 DC 4X2,GOLD,2011,133180,Cuenca,Negociable,22800
Hyundai,Accent,GOLD,2014,116562,Cuenca,Negociable,15500
Fiat,Idea Adventure,GOLD,2007,192878,Quito,Fijo,8900
Ford,F150,GOLD,2010,157000,Quito,Negociable,16900
Hyundai,Getz,GOLD,2009,252743,Quito,Negociable,8900
Hyundai,Matrix,GOLD,2006,225804,Ambato,Fijo,8990
Chevrolet,Spark GT,GOLD,2019,38983,Ambato,Fijo,13990
Chevrolet,Beat,GOLD,2019,66572,Ambato,Fijo,12990
Chevrolet,Spark GT,GOLD,2019,63396,Ambato,Fijo,11990
Hyundai,Sonata Hybrid,GOLD,2015,67000,Quito,Negociable,17900
Volkswagen,Voyage,GOLD,2015,159888,Ambato,Fijo,10690
Chevrolet,Grand Vitara 3P,GOLD,2010,250746,Ambato,Fijo,12790
Chevrolet,Captiva Premier,GOLD,2020,35217,Ambato,Fijo,25490
Nissan,Qashqai,GOLD,2019,44496,Ambato,Fijo,27790
Ford,Explorer XLT,GOLD,2007,150000,Quito,Negociable,12900
Chevrolet,Grand Vitara SZ,GOLD,2015,77462,Cuenca,Negociable,17500
Chevrolet,Zafira,GOLD,2005,189355,Cuenca,Negociable,10900
Chevrolet,Grand Vitara 3P,GOLD,2008,152327,Cuenca,Negociable,11500
Toyota,FJ Cruiser,GOLD,2007,90367,Cuenca,Negociable,37800
Chevrolet,Grand Vitara 3P,GOLD,2004,152293,Cuenca,Negociable,11300
Chery,Tiggo,STANDAR,2017,15987,Guayaquil,Fijo,11550
Chevrolet,Sail,GOLD,2015,89944,Cuenca,Negociable,11800
Toyota,Fortuner 2.7,GOLD,2017,70000,Quito,Negociable,38400
Chevrolet,Grand Vitara 5P,GOLD,2015,107000,Otavalo,Negociable,15490
Hyundai,TUCSON TL,GOLD,2019,36000,Quito,Negociable,28500
Suzuki,Grand Vitara SZ 2.4,GOLD,2018,104664,Ambato,Fijo,15990
BMW,X3 3.0i,GOLD,2006,102229,Ambato,Fijo,22990
Kia,Rio Stylus,GOLD,2012,150160,Ambato,Fijo,8990
Jeep,Grand Cherokee,GOLD,2000,125900,Ambato,Fijo,13990
Chevrolet,Captiva Premier,GOLD,2020,28234,Ambato,Fijo,27690
Volvo,850,GOLD,1995,57981,Ambato,Fijo,7990
Renault,Logan,GOLD,2014,101620,Ambato,Fijo,9990
Kia,Sportage LX,GOLD,2014,144050,Ambato,Fijo,21490
Peugeot,308,GOLD,2011,89554,Ambato,Fijo,13990
Volkswagen,New Beetle,GOLD,2016,51689,Ambato,Fijo,24990
Volkswagen,Touareg Hibrido,GOLD,2012,131979,Ambato,Negociable,39990
Hyundai,Getz,GOLD,2009,152127,Cuenca,Negociable,11300
Chevrolet,Spark GT,GOLD,2018,34500,Quito,Negociable,10900
Renault,Sandero Dynamic,GOLD,2010,175000,Quito,Negociable,7900
Ford,Edge,GOLD,2013,138493,Ambato,Fijo,19990
Nissan,Sentra,GOLD,2012,176873,Cuenca,Negociable,8500
Chevrolet,Grand Vitara SZ Next,GOLD,2016,70394,Cuenca,Negociable,18000
Hyundai,Accent,GOLD,2015,83142,Cuenca,Negociable,17900
Chevrolet,Sail,GOLD,2014,169663,Ambato,Fijo,10690
Suzuki,S Cross,GOLD,2018,21551,Ambato,Fijo,20490
Chevrolet,Aveo Family,GOLD,2012,231673,Ambato,Fijo,9990
Suzuki,Grand Vitara SZ,GOLD,2014,110205,Ambato,Fijo,17690
Chevrolet,Cruze,GOLD,2014,83130,Ambato,Fijo,16990
Suzuki,Grand Vitara SZ,GOLD,2016,34428,Ambato,Fijo,18900
Chevrolet,Grand Vitara 5P,GOLD,2015,84165,Ambato,Fijo,14990
Suzuki,SZ Next Sport,GOLD,2015,144340,Ambato,Fijo,15990
Chevrolet,Cruze,GOLD,2014,164584,Ambato,Fijo,13990
Chevrolet,Aveo Emotion Advance,GOLD,2018,76338,Ambato,Fijo,14990
Chevrolet,Sail,GOLD,2015,95833,Ambato,Negociable,12000
Chevrolet,Cruze,GOLD,2017,88096,Ambato,Fijo,19990
Volkswagen,Voyage,GOLD,2016,156025,Ambato,Fijo,12990
Nissan,X-Trail,GOLD,2008,267343,Ambato,Fijo,11990
